"","city","state","city_size","mode","n","percent","moe","state_abb","state_region"
"2608","Morgantown city","West Virginia","Small","Walk",2322,18.2,2.9,"WV","South"
"2609","Morristown city","Tennessee","Small","Walk",79,0.7,0.5,"TN","South"
"2610","Morrisville town","North Carolina","Small","Walk",129,1.3,0.9,"NC","South"
"2611","Morton Grove village","Illinois","Small","Walk",74,0.7,0.5,"IL","North Central"
"2612","Moscow city","Idaho","Small","Walk",2359,20.2,3.6,"ID","West"
"2613","Moses Lake city","Washington","Small","Walk",295,3.5,1.9,"WA","West"
"2614","Mount Juliet city","Tennessee","Small","Walk",66,0.5,0.4,"TN","South"
"2615","Mount Pleasant city","Michigan","Small","Walk",1728,15.6,3.5,"MI","North Central"
"2616","Mount Pleasant town","South Carolina","Small","Walk",427,1.2,0.5,"SC","South"
"2617","Mount Pleasant village","Wisconsin","Small","Walk",79,0.6,0.4,"WI","North Central"
"2618","Mount Prospect village","Illinois","Small","Walk",734,2.7,0.8,"IL","North Central"
"2619","Mount Vernon city","New York","Small","Walk",1951,6.4,1.1,"NY","Northeast"
"2620","Mount Vernon city","Washington","Small","Walk",446,3.5,1.2,"WA","West"
"2621","Mountain Brook city","Alabama","Small","Walk",45,0.5,0.5,"AL","South"
"2622","Mountain View city","California","Small","Walk",1046,2.5,0.9,"CA","West"
"2623","Mountlake Terrace city","Washington","Small","Walk",160,1.5,0.8,"WA","West"
"2624","Mukilteo city","Washington","Small","Walk",203,1.9,1.3,"WA","West"
"2625","Muncie city","Indiana","Small","Walk",2404,8.6,1.6,"IN","North Central"
"2626","Mundelein village","Illinois","Small","Walk",137,0.8,0.5,"IL","North Central"
"2627","Munster town","Indiana","Small","Walk",61,0.6,0.4,"IN","North Central"
"2628","Murray city","Utah","Small","Walk",702,2.9,1.2,"UT","West"
"2629","Murrysville municipality","Pennsylvania","Small","Walk",81,0.8,0.6,"PA","Northeast"
"2630","Muscatine city","Iowa","Small","Walk",253,2.3,1,"IA","North Central"
"2631","Muskego city","Wisconsin","Small","Walk",100,0.8,0.5,"WI","North Central"
"2632","Muskegon city","Michigan","Small","Walk",291,2.5,1,"MI","North Central"
"2633","Muskogee city","Oklahoma","Small","Walk",359,2.3,0.9,"OK","South"
"2634","Myrtle Beach city","South Carolina","Small","Walk",598,4.7,2,"SC","South"
"2635","Nacogdoches city","Texas","Small","Walk",1137,8.2,1.9,"TX","South"
"2636","Nampa city","Idaho","Small","Walk",482,1.5,0.7,"ID","West"
"2637","Napa city","California","Small","Walk",1048,2.9,0.6,"CA","West"
"2638","Naples city","Florida","Small","Walk",231,3.8,1.5,"FL","South"
"2639","Nashua city","New Hampshire","Small","Walk",997,2.2,0.6,"NH","Northeast"
"2640","National City city","California","Small","Walk",918,3.6,0.9,"CA","West"
"2641","Naugatuck borough","Connecticut","Small","Walk",70,0.4,0.4,"CT","Northeast"
"2642","Neenah city","Wisconsin","Small","Walk",309,2.4,1,"WI","North Central"
"2643","New Albany city","Indiana","Small","Walk",285,1.7,0.8,"IN","North Central"
"2644","New Bedford city","Massachusetts","Small","Walk",1691,4.2,0.8,"MA","Northeast"
"2645","New Berlin city","Wisconsin","Small","Walk",39,0.2,0.2,"WI","North Central"
"2646","New Bern city","North Carolina","Small","Walk",362,3,1.2,"NC","South"
"2647","New Braunfels city","Texas","Small","Walk",474,1.8,0.6,"TX","South"
"2648","New Brighton city","Minnesota","Small","Walk",117,1.1,0.6,"MN","North Central"
"2649","New Britain city","Connecticut","Small","Walk",1140,3.5,0.7,"CT","Northeast"
"2650","New Brunswick city","New Jersey","Small","Walk",3931,16,2.3,"NJ","Northeast"
"2651","New Castle city","Pennsylvania","Small","Walk",211,2.5,1,"PA","Northeast"
"2652","New Hope city","Minnesota","Small","Walk",153,1.6,0.8,"MN","North Central"
"2653","New Iberia city","Louisiana","Small","Walk",230,1.9,0.8,"LA","South"
"2654","New Lenox village","Illinois","Small","Walk",33,0.3,0.3,"IL","North Central"
"2655","New London city","Connecticut","Small","Walk",1341,10,1.9,"CT","Northeast"
"2656","New Rochelle city","New York","Small","Walk",3118,8.7,1.4,"NY","Northeast"
"2657","New Smyrna Beach city","Florida","Small","Walk",97,1.1,0.7,"FL","South"
"2658","Newark city","California","Small","Walk",128,0.7,0.4,"CA","West"
"2659","Newark city","Delaware","Small","Walk",1931,14.1,2.5,"DE","South"
"2660","Newark city","Ohio","Small","Walk",360,1.7,0.5,"OH","North Central"
"2661","Newberg city","Oregon","Small","Walk",802,7.4,1.6,"OR","West"
"2662","Newburgh city","New York","Small","Walk",1122,9.9,2.7,"NY","Northeast"
"2663","Newnan city","Georgia","Small","Walk",59,0.4,0.3,"GA","South"
"2664","Newport Beach city","California","Small","Walk",865,2,0.4,"CA","West"
"2665","Newport city","Rhode Island","Small","Walk",1926,13.9,2.3,"RI","Northeast"
"2666","Newton city","Massachusetts","Small","Walk",2331,5.5,0.6,"MA","Northeast"
"2667","Niagara Falls city","New York","Small","Walk",1154,5.5,1.3,"NY","Northeast"
"2668","Nicholasville city","Kentucky","Small","Walk",132,1,0.6,"KY","South"
"2669","Niles village","Illinois","Small","Walk",194,1.6,0.8,"IL","North Central"
"2670","Noblesville city","Indiana","Small","Walk",463,1.7,0.8,"IN","North Central"
"2671","Nogales city","Arizona","Small","Walk",295,4.4,2.1,"AZ","West"
"2672","Norco city","California","Small","Walk",24,0.2,0.3,"CA","West"
"2673","Norfolk city","Nebraska","Small","Walk",188,1.5,0.8,"NE","North Central"
"2674","Normal town","Illinois","Small","Walk",2883,10.6,1.6,"IL","North Central"
"2675","Norristown borough","Pennsylvania","Small","Walk",1498,9.1,2,"PA","Northeast"
"2676","North Augusta city","South Carolina","Small","Walk",130,1.4,1.1,"SC","South"
"2677","North Chicago city","Illinois","Small","Walk",5741,32.2,4.2,"IL","North Central"
"2678","North Lauderdale city","Florida","Small","Walk",160,0.8,0.5,"FL","South"
"2679","North Little Rock city","Arkansas","Small","Walk",273,1,0.5,"AR","South"
"2680","North Miami Beach city","Florida","Small","Walk",292,1.5,0.9,"FL","South"
"2681","North Miami city","Florida","Small","Walk",489,1.9,0.7,"FL","South"
"2682","North Olmsted city","Ohio","Small","Walk",172,1,0.6,"OH","North Central"
"2683","North Plainfield borough","New Jersey","Small","Walk",251,2.1,1,"NJ","Northeast"
"2684","North Platte city","Nebraska","Small","Walk",233,1.9,0.9,"NE","North Central"
"2685","North Port city","Florida","Small","Walk",71,0.3,0.3,"FL","South"
"2686","North Richland Hills city","Texas","Small","Walk",173,0.5,0.3,"TX","South"
"2687","North Ridgeville city","Ohio","Small","Walk",59,0.4,0.3,"OH","North Central"
"2688","North Royalton city","Ohio","Small","Walk",76,0.5,0.3,"OH","North Central"
"2689","North Tonawanda city","New York","Small","Walk",343,2.2,0.8,"NY","Northeast"
"2690","Northampton city","Massachusetts","Small","Walk",1799,11.9,1.9,"MA","Northeast"
"2691","Northbrook village","Illinois","Small","Walk",246,1.7,0.6,"IL","North Central"
"2692","Northfield city","Minnesota","Small","Walk",1409,12.6,2.6,"MN","North Central"
"2693","Northglenn city","Colorado","Small","Walk",327,1.8,0.8,"CO","West"
"2694","Northport city","Alabama","Small","Walk",100,0.9,0.7,"AL","South"
"2695","Norton Shores city","Michigan","Small","Walk",45,0.4,0.4,"MI","North Central"
"2696","Norwalk city","Connecticut","Small","Walk",973,2.1,0.5,"CT","Northeast"
"2697","Norwich city","Connecticut","Small","Walk",309,1.6,0.6,"CT","Northeast"
"2698","Novato city","California","Small","Walk",482,1.9,0.8,"CA","West"
"2699","Novi city","Michigan","Small","Walk",108,0.4,0.3,"MI","North Central"
"2700","Oak Creek city","Wisconsin","Small","Walk",152,0.8,0.6,"WI","North Central"
"2701","Oak Forest city","Illinois","Small","Walk",27,0.2,0.2,"IL","North Central"
"2702","Oak Harbor city","Washington","Small","Walk",320,3.2,1.4,"WA","West"
"2703","Oak Lawn village","Illinois","Small","Walk",613,2.4,1,"IL","North Central"
"2704","Oak Park city","Michigan","Small","Walk",320,2.6,1,"MI","North Central"
"2705","Oak Park village","Illinois","Small","Walk",983,3.7,0.7,"IL","North Central"
"2706","Oak Ridge city","Tennessee","Small","Walk",108,0.8,0.5,"TN","South"
"2707","Oakdale city","California","Small","Walk",205,2.5,1.1,"CA","West"
"2708","Oakdale city","Minnesota","Small","Walk",86,0.6,0.4,"MN","North Central"
"2709","Oakland Park city","Florida","Small","Walk",335,1.6,0.8,"FL","South"
"2710","Oakley city","California","Small","Walk",234,1.5,1,"CA","West"
"2711","Ocala city","Florida","Small","Walk",304,1.4,0.7,"FL","South"
"2712","Ocoee city","Florida","Small","Walk",141,0.8,0.6,"FL","South"
"2713","O'Fallon city","Illinois","Small","Walk",110,0.8,0.5,"IL","North Central"
"2714","O'Fallon city","Missouri","Small","Walk",239,0.6,0.3,"MO","North Central"
"2715","Ogden city","Utah","Small","Walk",986,2.7,0.7,"UT","West"
"2716","Olive Branch city","Mississippi","Small","Walk",90,0.5,0.5,"MS","South"
"2717","Olympia city","Washington","Small","Walk",1017,4.4,1.2,"WA","West"
"2718","Opelika city","Alabama","Small","Walk",218,1.8,0.9,"AL","South"
"2719","Oregon City city","Oregon","Small","Walk",412,2.8,1.2,"OR","West"
"2720","Oregon city","Ohio","Small","Walk",101,1.1,0.8,"OH","North Central"
"2721","Orem city","Utah","Small","Walk",871,2.2,0.5,"UT","West"
"2722","Orland Park village","Illinois","Small","Walk",335,1.3,1.1,"IL","North Central"
"2723","Ormond Beach city","Florida","Small","Walk",175,1.1,0.6,"FL","South"
"2724","Oro Valley town","Arizona","Small","Walk",169,1.1,0.6,"AZ","West"
"2725","Oshkosh city","Wisconsin","Small","Walk",1376,4.4,0.8,"WI","North Central"
"2726","Ossining village","New York","Small","Walk",782,6.2,2.1,"NY","Northeast"
"2727","Oswego village","Illinois","Small","Walk",66,0.4,0.4,"IL","North Central"
"2728","Ottumwa city","Iowa","Small","Walk",251,2.3,0.9,"IA","North Central"
"2729","Oviedo city","Florida","Small","Walk",130,0.8,0.4,"FL","South"
"2730","Owasso city","Oklahoma","Small","Walk",156,1,0.6,"OK","South"
"2731","Owatonna city","Minnesota","Small","Walk",272,2.1,0.9,"MN","North Central"
"2732","Owensboro city","Kentucky","Small","Walk",550,2.3,0.6,"KY","South"
"2733","Oxford city","Alabama","Small","Walk",68,0.8,0.8,"AL","South"
"2734","Oxford city","Mississippi","Small","Walk",234,2.8,1.5,"MS","South"
"2735","Oxford city","Ohio","Small","Walk",2672,29.7,3.8,"OH","North Central"
"2736","Pacifica city","California","Small","Walk",192,1,0.4,"CA","West"
"2737","Paducah city","Kentucky","Small","Walk",185,1.9,1.3,"KY","South"
"2738","Palatine village","Illinois","Small","Walk",512,1.4,0.5,"IL","North Central"
"2739","Palm Beach Gardens city","Florida","Small","Walk",273,1.2,0.6,"FL","South"
"2740","Palm Coast city","Florida","Small","Walk",130,0.5,0.4,"FL","South"
"2741","Palm Desert city","California","Small","Walk",350,1.9,0.7,"CA","West"
"2742","Palm Springs city","California","Small","Walk",507,2.6,0.6,"CA","West"
"2743","Palm Springs village","Florida","Small","Walk",129,1.4,1.1,"FL","South"
"2744","Palmetto Bay village","Florida","Small","Walk",109,1,0.7,"FL","South"
"2745","Palo Alto city","California","Small","Walk",1562,5.2,1,"CA","West"
"2746","Panama City city","Florida","Small","Walk",218,1.4,0.9,"FL","South"
"2747","Papillion city","Nebraska","Small","Walk",235,2.3,1.1,"NE","North Central"
"2748","Paradise town","California","Small","Walk",195,2,1.7,"CA","West"
"2749","Paragould city","Arkansas","Small","Walk",2,0,0.1,"AR","South"
"2750","Paramount city","California","Small","Walk",811,3.8,1.2,"CA","West"
"2751","Paramus borough","New Jersey","Small","Walk",123,1,0.5,"NJ","Northeast"
"2752","Paris city","Texas","Small","Walk",242,2.4,0.9,"TX","South"
"2753","Park Forest village","Illinois","Small","Walk",56,0.6,0.6,"IL","North Central"
"2754","Park Ridge city","Illinois","Small","Walk",664,3.8,1.7,"IL","North Central"
"2755","Parker town","Colorado","Small","Walk",111,0.5,0.3,"CO","West"
"2756","Parkersburg city","West Virginia","Small","Walk",372,3,1,"WV","South"
"2757","Parkland city","Florida","Small","Walk",110,0.9,0.9,"FL","South"
"2758","Parma city","Ohio","Small","Walk",646,1.6,0.4,"OH","North Central"
"2759","Parma Heights city","Ohio","Small","Walk",91,1,0.6,"OH","North Central"
"2760","Pascagoula city","Mississippi","Small","Walk",333,3.6,1.5,"MS","South"
"2761","Pasco city","Washington","Small","Walk",422,1.7,0.8,"WA","West"
"2762","Passaic city","New Jersey","Small","Walk",2289,8.6,1.4,"NJ","Northeast"
"2763","Patterson city","California","Small","Walk",109,1.5,0.8,"CA","West"
"2764","Pawtucket city","Rhode Island","Small","Walk",992,3,0.9,"RI","Northeast"
"2765","Peabody city","Massachusetts","Small","Walk",411,1.6,0.5,"MA","Northeast"
"2766","Peachtree City city","Georgia","Small","Walk",167,1,0.6,"GA","South"
"2767","Pearl city","Mississippi","Small","Walk",55,0.5,0.4,"MS","South"
"2768","Pearland city","Texas","Small","Walk",126,0.3,0.2,"TX","South"
"2769","Peekskill city","New York","Small","Walk",649,5.4,1.8,"NY","Northeast"
"2770","Pekin city","Illinois","Small","Walk",295,2,0.9,"IL","North Central"
"2771","Pelham city","Alabama","Small","Walk",203,1.8,1.4,"AL","South"
"2772","Pensacola city","Florida","Small","Walk",683,2.8,0.9,"FL","South"
"2773","Perris city","California","Small","Walk",248,1.1,0.5,"CA","West"
"2774","Perrysburg city","Ohio","Small","Walk",131,1.2,0.7,"OH","North Central"
"2775","Perth Amboy city","New Jersey","Small","Walk",1050,4.9,1,"NJ","Northeast"
"2776","Petaluma city","California","Small","Walk",798,2.8,0.7,"CA","West"
"2777","Petersburg city","Virginia","Small","Walk",323,2.7,1.1,"VA","South"
"2778","Pflugerville city","Texas","Small","Walk",103,0.4,0.4,"TX","South"
"2779","Pharr city","Texas","Small","Walk",228,1,0.6,"TX","South"
"2780","Phenix City city","Alabama","Small","Walk",75,0.5,0.5,"AL","South"
"2781","Pico Rivera city","California","Small","Walk",462,1.7,0.6,"CA","West"
"2782","Pine Bluff city","Arkansas","Small","Walk",383,2.2,0.7,"AR","South"
"2783","Pinellas Park city","Florida","Small","Walk",173,0.8,0.4,"FL","South"
"2784","Piqua city","Ohio","Small","Walk",237,2.6,1.1,"OH","North Central"
"2785","Pittsburg city","California","Small","Walk",246,0.9,0.4,"CA","West"
"2786","Pittsburg city","Kansas","Small","Walk",295,3.3,1.3,"KS","North Central"
"2787","Pittsfield city","Massachusetts","Small","Walk",1026,5.1,1.2,"MA","Northeast"
"2788","Placentia city","California","Small","Walk",471,2,0.6,"CA","West"
"2789","Plainfield city","New Jersey","Small","Walk",1046,4.2,0.9,"NJ","Northeast"
"2790","Plainfield town","Indiana","Small","Walk",119,1,0.6,"IN","North Central"
"2791","Plainfield village","Illinois","Small","Walk",173,0.9,0.6,"IL","North Central"
"2792","Plainview city","Texas","Small","Walk",82,0.9,0.5,"TX","South"
"2793","Plant City city","Florida","Small","Walk",128,0.8,0.5,"FL","South"
"2794","Plantation city","Florida","Small","Walk",175,0.4,0.2,"FL","South"
"2795","Pleasant Grove city","Utah","Small","Walk",229,1.6,0.6,"UT","West"
"2796","Pleasant Hill city","California","Small","Walk",237,1.5,0.8,"CA","West"
"2797","Pleasant Prairie village","Wisconsin","Small","Walk",28,0.3,0.5,"WI","North Central"
"2798","Pleasanton city","California","Small","Walk",893,2.7,1,"CA","West"
"2799","Pleasantville city","New Jersey","Small","Walk",235,2.6,1.1,"NJ","Northeast"
"2800","Plum borough","Pennsylvania","Small","Walk",109,0.8,0.5,"PA","Northeast"
"2801","Plymouth city","Minnesota","Small","Walk",633,1.7,0.8,"MN","North Central"
"2802","Pocatello city","Idaho","Small","Walk",832,3.3,0.7,"ID","West"
"2803","Ponca City city","Oklahoma","Small","Walk",186,1.7,0.6,"OK","South"
"2804","Pontiac city","Michigan","Small","Walk",436,2.1,0.7,"MI","North Central"
"2805","Pooler city","Georgia","Small","Walk",25,0.3,0.5,"GA","South"
"2806","Port Arthur city","Texas","Small","Walk",229,1.1,0.5,"TX","South"
"2807","Port Chester village","New York","Small","Walk",1914,12.3,2.5,"NY","Northeast"
"2808","Port Hueneme city","California","Small","Walk",832,9,3.6,"CA","West"
"2809","Port Huron city","Michigan","Small","Walk",425,3.8,1.3,"MI","North Central"
"2810","Port Orange city","Florida","Small","Walk",381,1.6,0.9,"FL","South"
"2811","Portage city","Indiana","Small","Walk",195,1.2,0.7,"IN","North Central"
"2812","Portage city","Michigan","Small","Walk",143,0.6,0.3,"MI","North Central"
"2813","Porterville city","California","Small","Walk",203,1,0.5,"CA","West"
"2814","Portland city","Maine","Small","Walk",4493,12.5,1.2,"ME","Northeast"
"2815","Portsmouth city","New Hampshire","Small","Walk",701,5.7,2,"NH","Northeast"
"2816","Portsmouth city","Ohio","Small","Walk",453,6.2,1.8,"OH","North Central"
"2817","Portsmouth city","Virginia","Small","Walk",1650,3.8,0.8,"VA","South"
"2818","Post Falls city","Idaho","Small","Walk",193,1.5,0.9,"ID","West"
"2819","Pottstown borough","Pennsylvania","Small","Walk",748,7,1.8,"PA","Northeast"
"2820","Poughkeepsie city","New York","Small","Walk",982,7.4,1.7,"NY","Northeast"
"2821","Poway city","California","Small","Walk",393,1.7,0.6,"CA","West"
"2822","Prairie Village city","Kansas","Small","Walk",111,1,0.6,"KS","North Central"
"2823","Prattville city","Alabama","Small","Walk",113,0.7,0.6,"AL","South"
"2824","Prescott city","Arizona","Small","Walk",584,4,1.5,"AZ","West"
"2825","Prescott Valley town","Arizona","Small","Walk",273,1.7,1,"AZ","West"
"2826","Prichard city","Alabama","Small","Walk",37,0.5,0.5,"AL","South"
"2827","Prior Lake city","Minnesota","Small","Walk",47,0.4,0.3,"MN","North Central"
"2828","Pullman city","Washington","Small","Walk",3195,23.5,3.2,"WA","West"
"2829","Puyallup city","Washington","Small","Walk",503,2.7,1,"WA","West"
"2830","Queen Creek town","Arizona","Small","Walk",46,0.4,0.4,"AZ","West"
"2831","Quincy city","Illinois","Small","Walk",781,4.1,1,"IL","North Central"
"2832","Quincy city","Massachusetts","Small","Walk",1263,2.6,0.7,"MA","Northeast"
"2833","Racine city","Wisconsin","Small","Walk",824,2.5,0.7,"WI","North Central"
"2834","Radcliff city","Kentucky","Small","Walk",78,0.8,0.7,"KY","South"
"2835","Rahway city","New Jersey","Small","Walk",350,2.7,1.3,"NJ","Northeast"
"2836","Ramsey city","Minnesota","Small","Walk",46,0.4,0.3,"MN","North Central"
"2837","Rancho Cordova city","California","Small","Walk",525,1.9,0.5,"CA","West"
"2838","Rancho Palos Verdes city","California","Small","Walk",65,0.4,0.3,"CA","West"
"2839","Rancho Santa Margarita city","California","Small","Walk",309,1.2,0.6,"CA","West"
"2840","Rapid City city","South Dakota","Small","Walk",745,2.3,0.6,"SD","North Central"
"2841","Raytown city","Missouri","Small","Walk",30,0.2,0.2,"MO","North Central"
"2842","Reading city","Pennsylvania","Small","Walk",2350,7.8,1.1,"PA","Northeast"
"2843","Redding city","California","Small","Walk",825,2.3,0.7,"CA","West"
"2844","Redlands city","California","Small","Walk",1152,3.8,0.9,"CA","West"
"2845","Redmond city","Oregon","Small","Walk",322,3.1,1.4,"OR","West"
"2846","Redmond city","Washington","Small","Walk",1279,4.4,0.9,"WA","West"
"2847","Redondo Beach city","California","Small","Walk",698,1.9,0.6,"CA","West"
"2848","Redwood City city","California","Small","Walk",1206,3.1,0.7,"CA","West"
"2849","Reedley city","California","Small","Walk",163,1.8,1.4,"CA","West"
"2850","Renton city","Washington","Small","Walk",552,1.1,0.4,"WA","West"
"2851","Revere city","Massachusetts","Small","Walk",523,2.1,0.7,"MA","Northeast"
"2852","Rexburg city","Idaho","Small","Walk",1929,18,3.7,"ID","West"
"2853","Reynoldsburg city","Ohio","Small","Walk",196,1.1,0.5,"OH","North Central"
"2854","Richfield city","Minnesota","Small","Walk",627,3.3,0.9,"MN","North Central"
"2855","Richland city","Washington","Small","Walk",680,3,0.9,"WA","West"
"2856","Richmond city","Indiana","Small","Walk",447,3.2,1.1,"IN","North Central"
"2857","Richmond city","Kentucky","Small","Walk",847,5.7,1.5,"KY","South"
"2858","Ridgecrest city","California","Small","Walk",115,0.9,0.7,"CA","West"
"2859","Ridgeland city","Mississippi","Small","Walk",150,1.1,0.7,"MS","South"
"2860","Ridgewood village","New Jersey","Small","Walk",503,4.6,3,"NJ","Northeast"
"2861","Rio Rancho city","New Mexico","Small","Walk",179,0.5,0.2,"NM","West"
"2862","Riverbank city","California","Small","Walk",203,2.3,1.2,"CA","West"
"2863","Riverside city","Ohio","Small","Walk",108,1,0.7,"OH","North Central"
"2864","Riverton city","Utah","Small","Walk",257,1.4,0.6,"UT","West"
"2865","Riviera Beach city","Florida","Small","Walk",369,2.8,1.3,"FL","South"
"2866","Roanoke city","Virginia","Small","Walk",920,2.1,0.5,"VA","South"
"2867","Rochester city","New Hampshire","Small","Walk",389,2.5,1,"NH","Northeast"
"2868","Rochester Hills city","Michigan","Small","Walk",507,1.5,0.7,"MI","North Central"
"2869","Rock Hill city","South Carolina","Small","Walk",747,2.4,0.7,"SC","South"
"2870","Rock Island city","Illinois","Small","Walk",842,4.9,1,"IL","North Central"
"2871","Rock Springs city","Wyoming","Small","Walk",249,2.1,0.8,"WY","West"
"2872","Rockledge city","Florida","Small","Walk",11,0.1,0.1,"FL","South"
"2873","Rocklin city","California","Small","Walk",206,0.8,0.3,"CA","West"
"2874","Rockville Centre village","New York","Small","Walk",164,1.4,0.9,"NY","Northeast"
"2875","Rockville city","Maryland","Small","Walk",790,2.4,0.6,"MD","South"
"2876","Rockwall city","Texas","Small","Walk",160,0.9,0.5,"TX","South"
"2877","Rocky Mount city","North Carolina","Small","Walk",193,0.9,0.4,"NC","South"
"2878","Rocky River city","Ohio","Small","Walk",92,1,0.6,"OH","North Central"
"2879","Rogers city","Arkansas","Small","Walk",655,2.5,0.8,"AR","South"
"2880","Rohnert Park city","California","Small","Walk",434,2.1,1.4,"CA","West"
"2881","Rolling Meadows city","Illinois","Small","Walk",292,2.5,1.2,"IL","North Central"
"2882","Rome city","Georgia","Small","Walk",386,2.8,1,"GA","South"
"2883","Rome city","New York","Small","Walk",547,4,1.1,"NY","Northeast"
"2884","Romeoville village","Illinois","Small","Walk",293,1.6,0.6,"IL","North Central"
"2885","Romulus city","Michigan","Small","Walk",61,0.6,0.4,"MI","North Central"
"2886","Roseburg city","Oregon","Small","Walk",187,2.3,1.3,"OR","West"
"2887","Roselle borough","New Jersey","Small","Walk",201,2,1.1,"NJ","Northeast"
"2888","Roselle village","Illinois","Small","Walk",165,1.4,0.9,"IL","North Central"
"2889","Rosemead city","California","Small","Walk",305,1.3,0.5,"CA","West"
"2890","Rosemount city","Minnesota","Small","Walk",102,0.9,0.7,"MN","North Central"
"2891","Rosenberg city","Texas","Small","Walk",186,1.3,0.9,"TX","South"
"2892","Roseville city","Michigan","Small","Walk",225,1.1,0.5,"MI","North Central"
"2893","Roseville city","Minnesota","Small","Walk",281,1.6,0.7,"MN","North Central"
"2894","Roswell city","Georgia","Small","Walk",473,1,0.3,"GA","South"
"2895","Roswell city","New Mexico","Small","Walk",385,2,0.9,"NM","West"
"2896","Round Lake Beach village","Illinois","Small","Walk",226,1.7,1.1,"IL","North Central"
"2897","Rowlett city","Texas","Small","Walk",59,0.2,0.2,"TX","South"
"2898","Roy city","Utah","Small","Walk",96,0.6,0.3,"UT","West"
"2899","Royal Oak city","Michigan","Small","Walk",550,1.7,0.5,"MI","North Central"
"2900","Royal Palm Beach village","Florida","Small","Walk",109,0.7,0.6,"FL","South"
"2901","Russellville city","Arkansas","Small","Walk",374,2.9,1.2,"AR","South"
"2902","Ruston city","Louisiana","Small","Walk",643,7,2.8,"LA","South"
"2903","Saginaw city","Michigan","Small","Walk",354,2.2,0.6,"MI","North Central"
"2904","Saginaw city","Texas","Small","Walk",47,0.5,0.4,"TX","South"
"2905","Sahuarita town","Arizona","Small","Walk",77,0.8,0.6,"AZ","West"
"2906","Salem city","Massachusetts","Small","Walk",1455,6.8,1.2,"MA","Northeast"
"2907","Salem city","Virginia","Small","Walk",435,3.9,1.4,"VA","South"
"2908","Salina city","Kansas","Small","Walk",546,2.3,0.6,"KS","North Central"
"2909","Salisbury city","Maryland","Small","Walk",578,4.5,1.5,"MD","South"
"2910","Salisbury city","North Carolina","Small","Walk",167,1.4,0.7,"NC","South"
"2911","Sammamish city","Washington","Small","Walk",223,1,0.5,"WA","West"
"2912","San Angelo city","Texas","Small","Walk",2840,6.4,1.3,"TX","South"
"2913","San Benito city","Texas","Small","Walk",313,3.9,1.8,"TX","South"
"2914","San Bruno city","California","Small","Walk",339,1.5,0.6,"CA","West"
"2915","San Carlos city","California","Small","Walk",215,1.5,0.6,"CA","West"
"2916","San Clemente city","California","Small","Walk",473,1.6,0.6,"CA","West"
"2917","San Dimas city","California","Small","Walk",315,2,1.2,"CA","West"
"2918","San Fernando city","California","Small","Walk",220,2.2,1,"CA","West"
"2919","San Gabriel city","California","Small","Walk",689,3.8,2.4,"CA","West"
"2920","San Jacinto city","California","Small","Walk",322,2.3,1,"CA","West"
"2921","San Juan Capistrano city","California","Small","Walk",287,1.9,1,"CA","West"
"2922","San Juan city","Texas","Small","Walk",180,1.5,1.3,"TX","South"
"2923","San Leandro city","California","Small","Walk",729,1.8,0.6,"CA","West"
"2924","San Luis city","Arizona","Small","Walk",40,0.6,0.9,"AZ","West"
"2925","San Luis Obispo city","California","Small","Walk",1865,8.2,1.6,"CA","West"
"2926","San Marcos city","California","Small","Walk",351,1,0.4,"CA","West"
"2927","San Marcos city","Texas","Small","Walk",1044,5,1.2,"TX","South"
"2928","San Mateo city","California","Small","Walk",1930,3.8,0.7,"CA","West"
"2929","San Pablo city","California","Small","Walk",167,1.4,0.9,"CA","West"
"2930","San Rafael city","California","Small","Walk",1340,4.6,1.4,"CA","West"
"2931","San Ramon city","California","Small","Walk",557,1.6,0.8,"CA","West"
"2932","Sandusky city","Ohio","Small","Walk",209,1.9,0.8,"OH","North Central"
"2933","Sandy city","Utah","Small","Walk",646,1.5,0.4,"UT","West"
"2934","Sandy Springs city","Georgia","Small","Walk",536,1,0.4,"GA","South"
"2935","Sanford city","Florida","Small","Walk",266,1.2,0.5,"FL","South"
"2936","Sanford city","North Carolina","Small","Walk",189,1.6,0.8,"NC","South"
"2937","Sanger city","California","Small","Walk",146,1.6,0.9,"CA","West"
"2938","Santa Barbara city","California","Small","Walk",3123,6.8,1.1,"CA","West"
"2939","Santa Cruz city","California","Small","Walk",2745,9.4,1.5,"CA","West"
"2940","Santa Fe city","New Mexico","Small","Walk",1268,3.8,0.6,"NM","West"
"2941","Santa Monica city","California","Small","Walk",2635,5.5,0.9,"CA","West"
"2942","Santa Paula city","California","Small","Walk",241,2,0.9,"CA","West"
"2943","Santee city","California","Small","Walk",270,1.1,0.5,"CA","West"
"2944","Sapulpa city","Oklahoma","Small","Walk",53,0.6,0.4,"OK","South"
"2945","Sarasota city","Florida","Small","Walk",818,3.6,0.9,"FL","South"
"2946","Saratoga city","California","Small","Walk",121,1,0.6,"CA","West"
"2947","Saratoga Springs city","New York","Small","Walk",1332,9.8,1.9,"NY","Northeast"
"2948","Saratoga Springs city","Utah","Small","Walk",26,0.4,0.4,"UT","West"
"2949","Savage city","Minnesota","Small","Walk",68,0.5,0.3,"MN","North Central"
"2950","Sayreville borough","New Jersey","Small","Walk",241,1.1,0.6,"NJ","Northeast"
"2951","Schaumburg village","Illinois","Small","Walk",300,0.7,0.3,"IL","North Central"
"2952","Schenectady city","New York","Small","Walk",2068,7,1.1,"NY","Northeast"
